timestamp,gpu_util_percent,memory_used_mb,memory_total_mb,temperature_c,power_draw_w
2026/02/04 14:15:58.269, 0, 0, 81920, 23, 58.78
2026/02/04 14:16:28.270, 0, 4, 81920, 23, 58.78
2026/02/04 14:16:58.271, 0, 4, 81920, 23, 58.78
2026/02/04 14:17:28.272, 0, 4, 81920, 23, 58.78
2026/02/04 14:17:58.274, 0, 4, 81920, 23, 58.78
2026/02/04 14:18:28.274, 0, 557, 81920, 25, 70.17
2026/02/04 14:18:58.275, 7, 6019, 81920, 31, 83.06
2026/02/04 14:19:28.276, 0, 4, 81920, 24, 59.03
2026/02/04 14:19:58.277, 92, 7247, 81920, 35, 214.09
2026/02/04 14:20:28.277, 98, 5911, 81920, 38, 291.00
2026/02/04 14:20:58.278, 0, 4, 81920, 24, 59.32
2026/02/04 14:21:28.278, 0, 4, 81920, 23, 59.03
2026/02/04 14:21:58.279, 0, 557, 81920, 25, 70.33
2026/02/04 14:22:28.280, 98, 6001, 81920, 42, 306.00
2026/02/04 14:22:58.280, 0, 4, 81920, 24, 58.96
2026/02/04 14:23:28.281, 92, 7141, 81920, 35, 201.68
2026/02/04 14:23:58.281, 21, 2697, 81920, 25, 70.09
2026/02/04 14:24:28.282, 0, 4, 81920, 25, 59.61
2026/02/04 14:24:58.283, 0, 4, 81920, 24, 59.03
2026/02/04 14:25:28.288, 0, 557, 81920, 25, 70.70
2026/02/04 14:25:58.289, 98, 6019, 81920, 42, 277.78
2026/02/04 14:26:28.290, 0, 4, 81920, 24, 59.32
2026/02/04 14:26:58.290, 100, 7335, 81920, 36, 318.38
2026/02/04 14:27:28.291, 0, 557, 81920, 24, 70.09
2026/02/04 14:27:58.292, 0, 4, 81920, 25, 59.61
2026/02/04 14:28:28.295, 0, 4, 81920, 24, 59.03
2026/02/04 14:28:58.295, 0, 557, 81920, 26, 70.94
2026/02/04 14:29:28.295, 98, 5901, 81920, 42, 301.40
2026/02/04 14:29:58.296, 0, 4, 81920, 24, 59.32
2026/02/04 14:30:28.297, 0, 801, 81920, 24, 70.86
2026/02/04 14:30:58.301, 0, 557, 81920, 25, 70.41
2026/02/04 14:31:28.302, 0, 4, 81920, 27, 60.39
2026/02/04 14:31:58.303, 0, 4, 81920, 24, 59.03
2026/02/04 14:32:28.303, 58, 557, 81920, 27, 80.10
2026/02/04 14:32:58.304, 98, 5941, 81920, 40, 301.16
2026/02/04 14:33:28.304, 0, 4, 81920, 24, 59.32
2026/02/04 14:33:58.305, 19, 2609, 81920, 24, 70.09
2026/02/04 14:34:28.306, 0, 557, 81920, 25, 70.33
2026/02/04 14:34:58.306, 0, 4, 81920, 27, 60.14
2026/02/04 14:35:28.307, 0, 4, 81920, 24, 59.03
2026/02/04 14:35:58.307, 0, 557, 81920, 28, 80.34
2026/02/04 14:36:28.307, 97, 5973, 81920, 39, 280.73
2026/02/04 14:36:58.308, 0, 4, 81920, 24, 59.25
2026/02/04 14:37:28.309, 0, 4, 81920, 23, 59.03
2026/02/04 14:37:58.310, 0, 557, 81920, 25, 70.33
2026/02/04 14:38:28.310, 98, 5943, 81920, 42, 292.89
2026/02/04 14:38:58.311, 0, 4, 81920, 24, 59.03
2026/02/04 14:39:28.312, 59, 7357, 81920, 34, 214.91
2026/02/04 14:39:58.314, 0, 557, 81920, 25, 70.41
2026/02/04 14:40:28.314, 0, 4, 81920, 25, 59.61
2026/02/04 14:40:58.315, 0, 4, 81920, 24, 59.03
2026/02/04 14:41:28.315, 0, 557, 81920, 26, 70.86
2026/02/04 14:41:58.316, 98, 6007, 81920, 41, 265.62
2026/02/04 14:42:28.317, 0, 4, 81920, 24, 59.03
2026/02/04 14:42:58.317, 0, 3043, 81920, 24, 69.87
2026/02/04 14:43:28.317, 0, 557, 81920, 24, 70.17
2026/02/04 14:43:58.318, 0, 4, 81920, 26, 59.85
2026/02/04 14:44:28.319, 0, 4, 81920, 24, 59.03
2026/02/04 14:44:58.320, 0, 4, 81920, 23, 58.96
2026/02/04 14:45:28.320, 0, 4, 81920, 23, 59.03
2026/02/04 14:45:58.321, 0, 557, 81920, 25, 70.70
2026/02/04 14:46:28.322, 98, 6153, 81920, 41, 262.14
2026/02/04 14:46:58.323, 0, 4, 81920, 24, 59.03
2026/02/04 14:47:28.323, 100, 7147, 81920, 36, 316.04
2026/02/04 14:47:58.324, 0, 557, 81920, 24, 70.17
2026/02/04 14:48:28.325, 0, 4, 81920, 25, 59.54
2026/02/04 14:48:58.326, 0, 4, 81920, 24, 59.03
2026/02/04 14:49:28.327, 0, 557, 81920, 27, 70.62
2026/02/04 14:49:58.328, 98, 5895, 81920, 41, 297.20
2026/02/04 14:50:28.328, 0, 4, 81920, 24, 59.32
2026/02/04 14:50:58.329, 0, 3043, 81920, 24, 69.79
2026/02/04 14:51:28.330, 0, 557, 81920, 25, 70.33
2026/02/04 14:51:58.330, 0, 4, 81920, 26, 59.61
2026/02/04 14:52:28.331, 0, 4, 81920, 24, 59.03
2026/02/04 14:52:58.331, 0, 557, 81920, 27, 71.98
2026/02/04 14:53:28.332, 98, 5941, 81920, 41, 303.93
2026/02/04 14:53:58.332, 0, 4, 81920, 24, 59.32
2026/02/04 14:54:28.333, 0, 4, 81920, 24, 59.03
2026/02/04 14:54:58.334, 0, 557, 81920, 25, 70.70
2026/02/04 14:55:28.335, 0, 4, 81920, 27, 60.14
2026/02/04 14:55:58.339, 0, 4, 81920, 24, 59.03
2026/02/04 14:56:28.340, 0, 557, 81920, 26, 70.86
2026/02/04 14:56:58.340, 98, 5909, 81920, 40, 306.29
2026/02/04 14:57:28.341, 0, 4, 81920, 24, 59.03
2026/02/04 14:57:58.341, 0, 2609, 81920, 24, 70.09
2026/02/04 14:58:28.342, 0, 557, 81920, 25, 70.62
2026/02/04 14:58:58.342, 0, 4, 81920, 27, 59.85
2026/02/04 14:59:28.343, 0, 4, 81920, 24, 59.25
2026/02/04 14:59:58.343, 0, 557, 81920, 27, 70.86
2026/02/04 15:00:28.344, 98, 5895, 81920, 41, 300.09
2026/02/04 15:00:58.345, 0, 4, 81920, 24, 59.32
2026/02/04 15:01:28.346, 0, 4, 81920, 24, 59.03
2026/02/04 15:01:58.347, 0, 557, 81920, 25, 70.09
2026/02/04 15:02:28.347, 0, 4, 81920, 28, 60.92
2026/02/04 15:02:58.348, 0, 4, 81920, 24, 59.32
2026/02/04 15:03:28.349, 0, 557, 81920, 27, 70.86
2026/02/04 15:03:58.350, 98, 5925, 81920, 41, 301.70
2026/02/04 15:04:28.350, 0, 4, 81920, 25, 59.25
2026/02/04 15:04:58.351, 0, 4, 81920, 24, 59.32
2026/02/04 15:05:28.352, 0, 557, 81920, 25, 70.33
2026/02/04 15:05:58.353, 0, 4, 81920, 29, 71.69
2026/02/04 15:06:28.354, 0, 4, 81920, 24, 59.32
2026/02/04 15:06:58.354, 0, 557, 81920, 27, 71.24
2026/02/04 15:07:28.355, 98, 5833, 81920, 41, 286.11
2026/02/04 15:07:58.355, 0, 4, 81920, 25, 59.32
2026/02/04 15:08:28.356, 100, 7227, 81920, 33, 296.09
2026/02/04 15:08:58.357, 0, 557, 81920, 25, 70.33
2026/02/04 15:09:28.358, 0, 4, 81920, 26, 59.85
2026/02/04 15:09:58.358, 0, 4, 81920, 24, 59.03
2026/02/04 15:10:28.359, 0, 557, 81920, 27, 70.86
2026/02/04 15:10:58.360, 98, 5895, 81920, 40, 305.29
2026/02/04 15:11:28.360, 0, 4, 81920, 24, 59.03
2026/02/04 15:11:58.361, 0, 4, 81920, 24, 59.03
