timestamp,gpu_util_percent,memory_used_mb,memory_total_mb,temperature_c,power_draw_w
2026/02/18 21:52:32.441, 0, 1, 24576, 37, 28.36
2026/02/18 21:52:32.443, 0, 1, 24576, 37, 35.92
2026/02/18 21:53:02.446, 0, 1, 24576, 36, 24.87
2026/02/18 21:53:02.446, 0, 1, 24576, 37, 29.10
2026/02/18 21:53:32.447, 0, 1, 24576, 36, 24.70
2026/02/18 21:53:32.449, 0, 1, 24576, 37, 28.72
2026/02/18 21:54:02.450, 0, 1, 24576, 36, 24.78
2026/02/18 21:54:02.450, 0, 1, 24576, 37, 28.95
2026/02/18 21:54:32.451, 0, 1, 24576, 36, 24.78
2026/02/18 21:54:32.452, 0, 1, 24576, 37, 28.81
2026/02/18 21:55:02.453, 0, 4, 24576, 36, 24.69
2026/02/18 21:55:02.453, 0, 4, 24576, 37, 28.99
2026/02/18 21:55:32.454, 0, 4, 24576, 36, 24.85
2026/02/18 21:55:32.454, 0, 4, 24576, 37, 28.77
2026/02/18 21:56:02.455, 0, 4, 24576, 36, 24.85
2026/02/18 21:56:02.455, 0, 4, 24576, 37, 28.87
2026/02/18 21:56:32.456, 0, 4, 24576, 36, 24.57
2026/02/18 21:56:32.456, 0, 4, 24576, 37, 28.67
2026/02/18 21:57:02.457, 0, 388, 24576, 39, 43.77
2026/02/18 21:57:02.457, 0, 388, 24576, 39, 43.86
2026/02/18 21:57:32.458, 41, 3846, 24576, 52, 181.16
2026/02/18 21:57:32.458, 39, 3462, 24576, 52, 176.08
2026/02/18 21:58:02.458, 39, 4272, 24576, 59, 187.30
2026/02/18 21:58:02.459, 40, 3462, 24576, 60, 179.78
2026/02/18 21:58:32.459, 0, 4, 24576, 48, 26.42
2026/02/18 21:58:32.459, 0, 4, 24576, 49, 31.36
2026/02/18 21:59:02.460, 80, 3864, 24576, 66, 313.80
2026/02/18 21:59:02.460, 96, 3478, 24576, 66, 316.21
2026/02/18 21:59:32.460, 94, 4288, 24576, 70, 315.42
2026/02/18 21:59:32.461, 96, 3478, 24576, 70, 311.55
2026/02/18 22:00:02.461, 0, 4, 24576, 49, 27.91
2026/02/18 22:00:02.462, 0, 4, 24576, 50, 33.40
2026/02/18 22:00:32.463, 0, 4, 24576, 44, 24.78
2026/02/18 22:00:32.463, 0, 4, 24576, 45, 30.33
2026/02/18 22:01:02.464, 0, 4, 24576, 42, 24.32
2026/02/18 22:01:02.464, 0, 4, 24576, 43, 29.62
2026/02/18 22:01:32.465, 0, 4, 24576, 42, 24.26
2026/02/18 22:01:32.465, 0, 4, 24576, 42, 29.46
2026/02/18 22:02:02.465, 0, 4, 24576, 41, 24.40
2026/02/18 22:02:02.466, 0, 4, 24576, 42, 29.52
2026/02/18 22:02:32.467, 0, 4, 24576, 40, 24.40
2026/02/18 22:02:32.467, 0, 4, 24576, 41, 29.48
2026/02/18 22:03:02.468, 0, 4, 24576, 39, 24.67
2026/02/18 22:03:02.468, 0, 4, 24576, 40, 29.56
2026/02/18 22:03:32.468, 37, 3340, 24576, 53, 219.53
2026/02/18 22:03:32.468, 56, 3340, 24576, 55, 218.44
2026/02/18 22:04:02.469, 40, 4196, 24576, 60, 224.99
2026/02/18 22:04:02.469, 38, 3764, 24576, 60, 225.74
2026/02/18 22:04:32.470, 0, 4, 24576, 49, 26.61
2026/02/18 22:04:32.470, 0, 4, 24576, 51, 32.26
2026/02/18 22:05:02.471, 95, 3356, 24576, 65, 307.78
2026/02/18 22:05:02.471, 95, 3356, 24576, 65, 300.77
2026/02/18 22:05:32.472, 95, 4212, 24576, 70, 314.64
2026/02/18 22:05:32.472, 95, 3780, 24576, 70, 312.11
2026/02/18 22:06:02.474, 0, 4, 24576, 50, 29.05
2026/02/18 22:06:02.476, 0, 4, 24576, 52, 34.52
2026/02/18 22:06:32.476, 0, 4, 24576, 45, 24.88
2026/02/18 22:06:32.476, 0, 4, 24576, 46, 30.29
2026/02/18 22:07:02.476, 0, 4, 24576, 43, 24.44
2026/02/18 22:07:02.476, 0, 4, 24576, 44, 29.73
2026/02/18 22:07:32.477, 0, 4, 24576, 42, 24.36
2026/02/18 22:07:32.477, 0, 4, 24576, 43, 29.44
2026/02/18 22:08:02.478, 0, 4, 24576, 41, 24.39
2026/02/18 22:08:02.478, 0, 4, 24576, 42, 29.17
2026/02/18 22:08:32.478, 0, 4, 24576, 40, 24.43
2026/02/18 22:08:32.478, 0, 4, 24576, 41, 29.12
2026/02/18 22:09:02.479, 0, 4, 24576, 40, 24.53
2026/02/18 22:09:02.480, 0, 4, 24576, 41, 29.38
2026/02/18 22:09:32.481, 0, 4, 24576, 39, 24.47
